;;;;;;;
169;1.01.02.2.02.0032;Penyediaan Biaya Personil Peserta Didik Sekolah Menengah Pertama;1;1;2;10;T
170;1.01.02.2.02.0038;Pembinaan Minat, Bakat dan Kreativitas Siswa;1;1;2;10;T
171;1.01.02.2.02.0039;Penyediaan Pendidik dan Tenaga Kependidikan bagi Satuan Pendidikan Sekolah Menengah Pertama;1;1;2;10;T
172;1.01.02.2.02.0040;Pengembangan Karir Pendidik dan Tenaga Kependidikan pada Satuan Pendidikan Sekolah Menengah Pertama;1;1;2;10;T
173;1.01.02.2.02.0041;Pembinaan Kelembagaan dan Manajemen Sekolah;1;1;2;10;T
174;1.01.02.2.02.0042;Pengelolaan Dana BOS Sekolah Menengah Pertama;1;1;2;10;T
175;1.01.02.2.02.0043;Peningkatan Kapasitas Pengelolaan Dana BOS Sekolah Menengah Pertama;1;1;2;10;T
176;1.01.02.2.02.0047;Peningkatan profesi pelaku perbukuan daerah pada Satuan Pendidikan Menengah Pertama;1;1;2;10;T
177;1.01.02.2.02.0048;Pembinaan Penggunaan Teknologi, Informasi dan Komunikasi (TIK) untuk Pendidikan;1;1;2;10;T
178;1.01.02.2.02.0050;Pelatihan Penggunaan Aplikasi Bidang Pendidikan;1;1;2;10;T
179;1.01.02.2.02.0051;Koordinasi, Perencanaan, Supervisi dan Evaluasi Layanan di Bidang Pendidikan;1;1;2;10;T
180;1.01.02.2.02.0052;Sosialisasi dan Advokasi Kebijakan Bidang Pendidikan;1;1;2;10;T
181;1.01.02.2.02.0054;Fasilitasi Komunitas Belajar Pendidik dan Tenaga Kependidikan;1;1;2;10;T
182;1.01.02.2.02.0055;Pemberian layanan pendampingan bagi satuan pendidikan untuk pencegahan perundungan, kekerasan, dan intoleransi;1;1;2;10;T
183;1.01.02.2.02.0056;Penataan Ruang/Sudut Baca;1;1;2;10;T
184;1.01.02.2.02.0058;Penyelenggaraan Proses Belajar bagi Peserta Didik;1;1;2;10;T
185;1.01.02.2.02.0059;Pembangunan Ruang Kelas Baru;1;1;2;10;T
186;1.01.02.2.02.0060;Bimbingan Teknis, Pelatihan, dan/atau Magang/PKL untuk Peningkatan Kapasitas Bidang Pendidikan;1;1;2;10;T
187;1.01.02.2.02.0061;Perlengkapan Dasar Buku Teks dan Non Teks Peserta Didik;1;1;2;10;T
188;1.01.02.2.02.0062;Pengadaan Perlengkapan Peserta Didik;1;1;2;10;T
189;1.01.02.2.02.0063;Rehabilitasi Sedang/Berat Asrama Sekolah;1;1;2;10;T
190;1.01.02.2.02.0064;Rehabilitasi Sedang/Berat Ruang Guru/Kepala Sekolah/TU;1;1;2;10;T
191;1.01.02.2.02.0067;Pengadaan Alat Praktik dan Peraga Peserta Didik;1;1;2;10;T
192;1.01.02.2.02.02;Penambahan Ruang Kelas Baru;1;1;2;10;T
193;1.01.02.2.02.03;Pembangunan Ruang Guru/Kepala Sekolah/TU;1;1;2;10;T
194;1.01.02.2.02.04;Pembangunan Ruang Unit Kesehatan Sekolah;1;1;2;10;T
195;1.01.02.2.02.06;Pembangunan Laboratorium;1;1;2;10;T
196;1.01.02.2.02.09;Pembangunan Rumah Dinas Kepala Sekolah/Guru/Penjaga Sekolah;1;1;2;10;T
197;1.01.02.2.02.12;Pembangunan Sarana, Prasarana dan Utilitas Sekolah;1;1;2;10;T
198;1.01.02.2.02.14;Rehabilitasi Sedang/Berat Ruang Kelas Sekolah;1;1;2;10;T
199;1.01.02.2.02.15;Rehabilitasi Sedang/Berat Ruang Guru Sekolah;1;1;2;10;T
