;;;;;;
197;2.13.05.2.01;Pemberdayaan Lembaga Kemasyarakatan yang Bergerak di Bidang Pemberdayaan Desa dan Lembaga Adat Tingkat Daerah Kabupaten/Kota serta Pemberdayaan Masyarakat Hukum Adat yang Masyarakat Pelakunya Hukum Adat yang Sama dalam Daerah Kabupaten/Kota;2;13;71;T
198;2.14.01.2.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;2;14;72;T
199;2.14.01.2.02;Administrasi Keuangan Perangkat Daerah;2;14;72;T
200;2.14.01.2.05;Administrasi Kepegawaian Perangkat Daerah;2;14;72;T
201;2.14.01.2.06;Administrasi Umum Perangkat Daerah;2;14;72;T
202;2.14.01.2.07;Pengadaan Barang Milik Daerah Penunjang Urusan Pemerintah Daerah;2;14;72;T
203;2.14.01.2.08;Penyediaan Jasa Penunjang Urusan Pemerintahan Daerah;2;14;72;T
204;2.14.01.2.09;Pemeliharaan Barang Milik Daerah Penunjang Urusan Pemerintahan Daerah;2;14;72;T
205;2.14.02.2.01;Pemaduan dan Sinkronisasi Kebijakan Pemerintah Daerah Provinsi dengan Pemerintah Daerah Kabupaten/Kota dalam rangka Pengendalian Kuantitas Penduduk;2;14;73;T
206;2.14.02.2.02;Pemetaan Perkiraan Pengendalian Penduduk Cakupan Daerah Kabupaten/Kota;2;14;73;T
207;2.14.03.2.01;Pelaksanaan Advokasi, Komunikasi, Informasi dan Edukasi (KIE) Pengendalian Penduduk dan KB sesuai Kearifan Budaya Lokal;2;14;74;T
208;2.14.03.2.02;Pendayagunaan Tenaga Penyuluh KB/Petugas Lapangan KB (PKB/PLKB);2;14;74;T
209;2.14.03.2.03;Pengendalian dan Pendistribusian Kebutuhan Alat dan Obat Kontrasepsi serta Pelaksanaan Pelayanan KB di Daerah Kabupaten/Kota;2;14;74;T
210;2.14.03.2.04;Pemberdayaan dan Peningkatan Peran Serta Organisasi Kemasyarakatan Tingkat Daerah Kabupaten/Kota dalam Pelaksanaan Pelayanan dan Pembinaan Kesertaan Ber-KB;2;14;74;T
211;2.14.04.2.01;Pelaksanaan Pembangunan Keluarga melalui Pembinaan Ketahanan dan Kesejahteraan Keluarga;2;14;75;T
212;2.14.04.2.02;Pelaksanaan dan Peningkatan Peran Serta Organisasi Kemasyarakatan Tingkat Daerah Kabupaten/ Kota dalam Pembangunan Keluarga Melalui Pembinaan Ketahanan dan Kesejahteraan Keluarga;2;14;75;T
213;2.15.01.2.01;Perencanaan, Penganggaran, dan Evaluasi Kinerja Perangkat Daerah;2;15;76;T
214;2.15.01.2.02;Administrasi Keuangan Perangkat Daerah;2;15;76;T
